"","stA","MLST","frequency"
"672499","7B/C","8006",1
"672569","35F","8007",1
"672683","6B","8008",1
"672778","6B","8009",1
"672811","16F","8010",1
"672926","23F","8011",1
"673021","23F","8012",1
"673138","35C","8013",1
"673201","19F","8014",1
"673347","6A","8015",1
"673388","19A","8016",1
"673499","24F","8017",1
"673589","23A","8018",1
"673662","15A","8019",1
"673771","19F","8020",1
"673853","15B/C","8021",1
"673958","19A","8022",1
"674084","33F","8024",1
"674148","19A","8025",1
"674243","19A","8026",1
"674370","34","8027",1
"674489","6C/D","8028",1
"674539","23A","8029",1
"674635","23B","8030",1
"674718","19A","8031",1
"674826","23F","8032",1
"674921","23F","8033",1
"675016","23F","8034",1
"675111","23F","8035",1
"675255","7F","8036",1
"675350","7F","8037",1
"675450","9V","8038",1
"675532","6A","8039",1
"675627","6A","8040",1
"675722","6A","8041",1
"675817","6A","8042",1
"675912","6A","8043",1
"676007","6A","8044",1
"676102","6A","8045",1
"676197","6A","8046",1
"676292","6A","8047",1
"676387","6A","8048",1
"676482","6A","8049",1
"676577","6A","8050",1
"676672","6A","8051",1
"676767","6A","8052",1
"676862","6A","8053",1
"676957","6A","8054",1
"676993","17F","8055",1
"677091","18C","8056",1
"677174","12F","8060",1
"677346","8","8061",1
"677367","15A","8062",1
"677529","6C/D","8063",1
"677609","4","8064",1
"677641","11A","8065",1
"677731","1","8066",1
"677865","23B","8067",1
"677989","4","8068",1
"678105","7F","8069",1
"678116","11A","8070",1
"678243","22F","8072",1
"678306","11A","8074",1
"678484","7B/C","8075",1
"678531","23F","8076",1
"678613","19A","8077",1
"678711","19F","8078",1
"678791","14","8079",1
"678909","23A","8080",1
"678911","23F","8080",1
"678981","14","8081",1
"679143","6B","8082",1
"679196","23F","8083",1
"679332","6A","8084",1
"679386","23F","8085",1
"679480","23B","8086",1
"679551","14","8087",1
"679661","19F","8088",1
"679765","23B","8089",1
"679861","23F","8090",1
"679956","23F","8091",1
"680041","19F","8092",1
"680188","6B","8093",1
"680215","13","8094",1
"680336","23F","8095",1
"680421","19F","8096",1
"680554","4","8097",1
"680608","19A","8098",1
"680706","19F","8099",1
"680811","23F","8100",1
"680889","18A","8103",1
"680961","1","8105",1
"681069","12F","8109",1
"681167","15A","8112",1
"681178","19A","8112",1
"681339","9N","8119",1
"681368","19A","8121",1
"681476","23F","8122",1
"681558","19A","8123",1
"681676","3","8124",1
"681810","7F","8125",1
"681856","23F","8126",1
"681911","1","8127",1
"682021","14","8128",1
"682116","14","8129",1
"682223","19A","8130",1
"682318","19A","8131",1
"682413","19A","8132",1
"682508","19A","8133",1
"682603","19A","8134",1
"682711","23F","8135",1
"682848","6B","8136",1
"682943","6B","8137",1
"683050","9V","8138",1
"683081","19F","8139",1
"683227","6A","8140",1
"683322","6A","8141",1
"683418","6B","8142",1
"683513","6B","8143",1
"683608","6B","8144",1
"683704","6C/D","8145",1
"683741","18C","8146",1
"683827","15A","8147",1
"683996","8","8148",1
"684060","34","8149",1
"684158","35C","8150",1
"684160","36","8150",1
"684219","19B","8152",1
"684333","28A","8153",1
"684436","33B","8154",1
"684531","33B","8155",1
"684571","1","8158",1
"684671","11A","8159",1
"684781","16F","8160",1
"684923","39","8161",1
"684968","15B/C","8162",1
"685107","35B","8164",1
"685157","15A","8165",1
"685179","23A","8165",1
"685263","19A","8166",1
"685389","33F","8167",1
"685494","4","8169",1
"685536","14","8171",1
"685617","10A","8172",1
"685736","18C","8173",1
"685821","14","8175",1
"685928","19A","8177",1
"686026","19F","8178",1
"686121","19F","8179",1
"686201","14","8181",1
"686296","14","8183",1
"686426","3","8185",1
"686498","19A","8188",1
"686606","23F","8189",1
"686701","23F","8190",1
"686783","19A","8191",1
"686891","23F","8192",1
"686961","14","8194",1
"687041","1","8195",1
"687166","19F","8196",1
"687258","19A","8197",1
"687353","19A","8198",1
"687448","19A","8199",1
"687543","19A","8200",1
"687638","19A","8201",1
"687733","19A","8202",1
"687828","19A","8203",1
"687923","19A","8204",1
"688018","19A","8205",1
"688113","19A","8206",1
"688208","19A","8207",1
"688303","19A","8208",1
"688398","19A","8209",1
"688493","19A","8210",1
"688588","19A","8211",1
"688683","19A","8212",1
"688781","19F","8213",1
"688876","19F","8214",1
"688971","19F","8215",1
"689066","19F","8216",1
"689161","19F","8217",1
"689256","19F","8218",1
"689351","19F","8219",1
"689446","19F","8220",1
"689541","19F","8221",1
"689636","19F","8222",1
"689731","19F","8223",1
"689826","19F","8224",1
"689921","19F","8225",1
"690016","19F","8226",1
"690111","19F","8227",1
"690203","19A","8228",1
"690298","19A","8229",1
"690393","19A","8230",1
"690543","6B","8231",1
"690596","23F","8232",1
"690691","23F","8233",1
"690773","19A","8234",1
"690856","14","8235",1
"690951","14","8236",1
"690966","19F","8236",1
"691058","19A","8237",1
"691151","18C","8238",1
"691251","19F","8239",1
"691409","9N","8240",1
"691461","3","8241",1
"691574","4","8243",1
"691641","23F","8244",1
"691746","3","8245",1
"691841","3","8246",1
"691911","18C","8247",1
"692069","7B/C","8249",1
"692096","16F","8250",1
"692106","19F","8250",1
"692232","35B","8251",1
"692349","6C/D","8252",1
"692429","4","8253",1
"692546","8","8254",1
"692633","6B","8255",1
"692673","19A","8256",1
"692809","4","8257",1
"692858","17F","8258",1
"693013","6B","8260",1
"693087","35B","8261",1
"693182","35B","8262",1
"693277","35B","8263",1
"693350","23B","8264",1
"693465","34","8265",1
"693584","6C/D","8266",1
"693677","6A","8267",1
"693773","6B","8270",1
"693800","13","8271",1
"693882","10A","8272",1
"694020","25A","8274",1
"694101","19F","8275",1
"694229","35F","8276",1
"694282","17A","8277",1
"694422","38","8278",1
"694456","11A","8279",1
"694467","15A","8279",1
"694562","15A","8280",1
"694680","23B","8281",1
"694763","19A","8283",1
"694871","23F","8286",1
"695009","6C/D","8288",1
"695021","1","8292",1
"695116","1","8293",1
"695241","19F","8294",1
"695306","1","8295",1
"695464","35F","8296",1
"695526","19F","8297",1
"695606","14","8298",1
"695713","19A","8299",1
"695808","19A","8300",1
"695903","19A","8301",1
"695998","19A","8302",1
"696093","19A","8303",1
"696188","19A","8304",1
"696283","19A","8305",1
"696378","19A","8306",1
"696473","19A","8307",1
"696568","19A","8308",1
"696663","19A","8309",1
"696758","19A","8310",1
"696851","18C","8311",1
"696946","18C","8312",1
"697016","1","8313",1
"697111","1","8314",1
"697206","1","8315",1
"697326","18C","8316",1
"697421","18C","8317",1
"697516","18C","8318",1
"697586","1","8319",1
"697706","18C","8320",1
"697776","1","8321",1
"697887","15A","8322",1
"697993","19A","8323",1
"698077","15A","8324",1
"698078","15B/C","8324",1
"698173","15B/C","8325",1
"698183","19A","8325",1
"698291","23F","8327",1
"698376","19F","8328",1
"698530","7F","8329",1
"698576","23F","8330",1
"698661","19F","8331",1
"698756","19F","8332",1
"698851","19F","8333",1
"698956","23F","8334",1
"699051","23F","8335",1
"699146","23F","8336",1
"699241","23F","8337",1
"699323","19A","8339",1
"699429","23A","8340",1
"699516","19F","8341",1
"699611","19F","8342",1
"699716","23F","8343",1
"699801","19F","8344",1
"699948","6B","8345",1
"699977","15A","8346",1
"700137","6A","8347",1
"700233","6B","8348",1
"700276","19F","8349",1
"700422","6A","8350",1
"700456","16F","8351",1
"700561","19F","8352",1
"700614","6C/D","8352",1
"700663","22F","8353",1
"700737","15A","8354",1
"700832","15A","8355",1
"700961","3","8356",1
"701031","18C","8357",1
"701190","7F","8358",1
"701226","19F","8359",1
"701341","3","8360",1
"701386","1","8361",1
"701506","18C","8362",1
"701659","6C/D","8363",1
"701737","38","8364",1
"701766","1","8365",1
"701862","10A","8366",1
"702038","6B","8367",1
"702086","21","8368",1
"702204","33F","8369",1
"702256","14","8370",1
"702351","14","8371",1
"702456","18C","8372",1
"702556","19F","8373",1
"702636","14","8374",1
"702730","13","8375",1
"702824","12F","8376",1
"702933","19A","8377",1
"703028","19A","8378",1
"703178","6B","8379",1
"703273","6B","8380",1
"703368","6B","8381",1
"703464","6C/D","8382",1
"703558","6B","8383",1
"703653","6B","8384",1
"703748","6B","8385",1
"703811","3","8386",1
"703938","6B","8387",1
"704001","3","8388",1
"704128","6B","8389",1
"704223","6B","8390",1
"704318","6B","8391",1
"704420","7F","8392",1
"704515","7F","8393",1
"704561","23F","8394",1
"704656","23F","8395",1
"704794","6C/D","8396",1
"704889","6C/D","8397",1
"704995","9V","8398",1
"705011","14","8399",1
"705091","1","8400",1
"705201","14","8401",1
"705362","6A","8402",1
"705391","14","8403",1
"705486","14","8404",1
"705581","14","8405",1
"705750","7F","8406",1
"705756","1","8407",1
"705933","6B","8408",1
"706028","6B","8409",1
"706130","7F","8410",1
"706153","15B/C","8411",1
"706271","23F","8412",1
"706356","19F","8413",1
"706503","6B","8414",1
"706516","1","8415",1
"706692","6A","8416",1
"706765","34","8417",1
"706831","19F","8418",1
"706926","19F","8419",1
"707005","13","8420",1
"707111","18C","8421",1
"707264","6C/D","8422",1
"707370","9V","8424",1
"707396","18C","8425",1
"707496","19F","8426",1
"707599","23A","8427",1
"707661","11A","8428",1
"707767","15A","8429",1
"707873","19A","8430",1
"707971","19F","8431",1
"708041","11A","8432",1
"708212","6A","8433",1
"708307","6A","8434",1
"708356","21","8435",1
"708497","6A","8436",1
"708541","19F","8438",1
"708700","9V","8439",1
"708794","9N","8440",1
"708797","10A","8441",1
"708974","6C/D","8442",1
"709075","7F","8445",1
"709164","6C/D","8447",1
"709214","23A","8449",1
"709288","15B/C","8450",1
"709386","16F","8476",1
"709491","19F","8480",1
"709637","6A","8483",1
"709678","19A","8485",1
"709776","19F","8486",1
"709871","19F","8487",1
"709951","14","8488",1
"710058","19A","8489",1
"710139","12F","8490",1
"710251","19F","8491",1
"710336","16F","8492",1
"710428","15B/C","8493",1
"710564","33F","8494",1
"710618","15B/C","8495",1
"710713","15B/C","8496",1
"710808","15B/C","8497",1
"710925","23B","8498",1
"711019","23A","8499",1
"711115","23B","8500",1
"711188","15B/C","8501",1
"711302","22A","8502",1
"711366","11A","8503",1
"711478","17F","8504",1
"711581","19F","8505",1
"711686","23F","8506",1
"711771","19F","8507",1
"711918","6B","8508",1
"711961","19F","8509",1
"712056","19F","8511",1
"712137","15A","8512",1
"712243","19A","8513",1
"712312","10A","8514",1
"712433","19A","8515",1
"712582","6A","8516",1
"712623","19A","8517",1
"712730","23B","8518",1
"712875","7F","8519",1
"712964","6C/D","8520",1
"713003","19A","8521",1
"713101","19F","8522",1
"713248","6B","8523",1
"713291","19F","8525",1
"713438","6B","8526",1
"713440","6E","8526",1
"713481","19F","8527",1
"713627","6A","8529",1
"713722","6A","8530",1
"713819","6C/D","8531",1
"713890","34","8533",1
"713987","35B","8534",1
"714037","15A","8535",1
"714175","34","8536",1
"714241","19F","8537",1
"714346","23F","8538",1
"714483","6B","8539",1
"714564","4","8540",1
"714672","6A","8541",1
"714721","21","8542",1
"714808","19A","8543",1
"714916","23F","8544",1
"714998","19A","8545",1
"715096","19F","8546",1
"715224","35F","8547",1
"715271","14","8548",1
"715378","19A","8549",1
"715447","10A","8550",1
"715599","33F","8551",1
"715694","33F","8552",1
"715732","10A","8553",1
"715843","15B/C","8554",1
"715938","15B/C","8555",1
"716043","19A","8556",1
"716128","15B/C","8557",1
"716245","23B","8558",1
"716351","3","8559",1
"716446","3","8560",1
"716541","3","8561",1
"716667","6A","8562",1
"716770","7F","8563",1
"716803","19A","8564",1
"716898","19A","8565",1
"716993","19A","8566",1
"717143","6B","8567",1
"717238","6B","8568",1
"717341","8","8569",1
"717428","6B","8570",1
"717468","19A","8572",1
"717618","6B","8573",1
"717720","7F","8574",1
"717765","23B","8575",1
"717910","7F","8576",1
"717941","18C","8577",1
"718026","14","8578",1
"718131","18C","8579",1
"718216","14","8580",1
"718313","15B/C","8581",1
"718406","14","8582",1
"718511","18C","8584",1
"718596","14","8585",1
"718701","18C","8586",1
"718853","6B","8587",1
"718883","15B/C","8589",1
"718991","19F","8591",1
"719086","19F","8592",1
"719212","35B","8593",1
"719329","6C/D","8594",1
"719424","6C/D","8595",1
"719519","6C/D","8596",1
"719614","6C/D","8597",1
"719709","6C/D","8598",1
"719804","6C/D","8599",1
"719899","6C/D","8600",1
"719994","6C/D","8601",1
"720057","31","8602",1
"720101","1","8603",1
"720259","35F","8604",1
"720296","11A","8605",1
"720408","17F","8606",1
"720564","6C/D","8607",1
"720577","10A","8608",1
"720753","6B","8609",1
"720786","16F","8610",1
"720944","6C/D","8611",1
"721039","6C/D","8612",1
"721134","6C/D","8613",1
"721229","6C/D","8614",1
"721324","6C/D","8615",1
"721418","6B","8616",1
"721513","6B","8617",1
"721608","6B","8618",1
"721703","6B","8619",1
"721798","6B","8620",1
"721893","6B","8621",1
"721988","6B","8622",1
"722083","6B","8623",1
"722111","14","8624",1
"722207","15A","8625",1
"722352","38","8626",1
"722475","9V","8627",1
"722559","6C/D","8628",1
"722653","6B","8629",1
"722749","6C/D","8630",1
"722844","6C/D","8631",1
"722939","6C/D","8632",1
"723034","6C/D","8633",1
"723127","6A","8634",1
"723223","6B","8635",1
"723318","6B","8637",1
"723335","10F","8638",1
"723507","6A","8639",1
"723548","19A","8640",1
"723698","6B","8641",1
"723726","14","8642",1
"723846","23F","8643",1
"723983","6B","8644",1
"724079","6C/D","8645",1
"724141","3","8646",1
"724266","5","8647",1
"724363","6B","8648",1
"724444","4","8649",1
"724501","19F","8650",1
"724571","11A","8651",1
"724711","3","8652",1
"724839","6C/D","8653",1
"724934","6C/D","8654",1
"725029","6C/D","8655",1
"725124","6C/D","8656",1
"725219","6C/D","8657",1
"725314","6C/D","8658",1
"725353","19A","8659",1
"725448","19A","8660",1
"725543","19A","8661",1
"725638","19A","8662",1
"725736","19F","8663",1
"725817","15A","8664",1
"725926","19F","8665",1
"726031","23F","8666",1
"726126","23F","8667",1
"726221","23F","8668",1
"726365","7F","8669",1
"726401","19F","8670",1
"726496","19F","8671",1
"726648","7A","8672",1
"726650","7F","8672",1
"726686","19F","8673",1
"726840","7F","8674",1
"726886","23F","8675",1
"726971","19F","8676",1
"727066","19F","8677",1
"727161","19F","8678",1
"727315","7F","8679",1
"727346","18C","8680",1
"727441","18C","8681",1
"727536","18C","8682",1
"727631","18C","8683",1
"727701","1","8684",1
"727796","1","8685",1
"727916","18C","8686",1
"728003","15B/C","8687",1
"728067","6A","8687",1
"728162","6A","8688",1
"728257","6A","8689",1
"728352","6A","8690",1
"728447","6A","8691",1
"728542","6A","8692",1
"728637","6A","8693",1
"728732","6A","8694",1
"728827","6A","8695",1
"728922","6A","8696",1
"729017","6A","8697",1
"729112","6A","8698",1
"729207","6A","8699",1
"729302","6A","8700",1
"729331","14","8701",1
"729441","19F","8702",1
"729536","19F","8703",1
"729601","1","8705",1
"729785","7F","8707",1
"729808","15B/C","8711",1
"729968","6B","8713",1
"730038","33D","8714",1
"730062","6A","8714",1
"730158","6B","8715",1
"730211","23F","8716",1
"730346","5","8717",1
"730442","6A","8718",1
"730536","5","8719",1
"730566","14","8720",1
"730671","18C","8721",1
"730781","23F","8722",1
"730917","6A","8723",1
"731012","6A","8724",1
"731109","6C/D","8725",1
"731138","15B/C","8726",1
"731299","6C/D","8730",1
"731351","23F","8731",1
"731433","19A","8732",1
"731583","6B","8733",1
"731679","6C/D","8734",1
"731773","6B","8735",1
"731813","19A","8736",1
"731963","6B","8738",1
"731964","6C/D","8738",1
"732058","6B","8739",1
"732086","14","8740",1
"732206","23F","8741",1
"732343","6B","8742",1
"732439","6C/D","8744",1
"732534","6C/D","8745",1
"732597","31","8746",1
"732657","15A","8747",1
"732763","19A","8748",1
"732913","6B","8749",1
"732941","14","8750",1
"733036","14","8751",1
"733131","14","8752",1
"733226","14","8753",1
"733321","14","8754",1
"733416","14","8755",1
"733511","14","8756",1
"733606","14","8757",1
"733701","14","8758",1
"733796","14","8759",1
"733970","9V","8760",1
"734065","9V","8761",1
"734134","4","8762",1
"734255","9V","8763",1
"734350","9V","8764",1
"734445","9V","8765",1
"734527","6A","8766",1
"734623","6B","8767",1
"734718","6B","8768",1
"734771","23F","8769",1
"734907","6A","8770",1
"735003","6B","8771",1
"735066","3","8772",1
"735151","23F","8773",1
"735246","23F","8774",1
"735341","23F","8775",1
"735478","6B","8776",1
"735516","18C","8778",1
"735626","23F","8779",1
"735711","19F","8781",1
"735816","23F","8782",1
"735886","14","8785",1
"735993","19A","8786",1
"736088","19A","8787",1
"736239","6C/D","8788",1
"736333","6B","8789",1
"736428","6B","8790",1
"736523","6B","8791",1
"736590","33A","8792",1
"736594","33F","8792",1
"736647","15A","8793",1
"736756","19F","8794",1
"736821","1","8795",1
"736931","14","8796",1
"737036","18C","8797",1
"737119","12F","8798",1
"737156","3","8798",1
"737251","3","8799",1
"737323","19A","8800",1
"737416","18C","8801",1
"737524","23A","8802",1
"737598","15B/C","8803",1
"737703","19A","8804",1
"737851","5","8805",1
"737911","25F","8806",1
"738019","33F","8807",1
"738057","10A","8808",1
"738244","9N","8809",1
"738305","34","8810",1
"738342","10A","8811",1
"738458","17F","8812",1
"738581","3","8813",1
"738687","35B","8814",1
"738726","11A","8817",1
"738875","34","8818",1
"738933","17F","8819",1
"739023","15B/C","8820",1
"739102","10A","8821",1
"739255","34","8822",1
"739292","10A","8825",1
"739435","29","8826",1
"739494","12F","8828",1
"739598","17F","8829",1
"739732","35B","8830",1
"739856","8","8831",1
"739924","35F","8832",1
"740048","9L","8833",1
"740073","17F","8835",1
"740153","11C","8836",1
